24,130,6
20,0,-1
20,1,-1
20,2,-1
20,3,-1
20,4,-1
20,5,-1
20,6,-1
20,7,-1
20,8,-1
20,9,-1
20,10,-1
20,11,-1
20,12,-1
20,13,-1
20,14,-1
20,15,-1
20,16,-1
20,17,-1
20,18,-1
20,19,-1
20,20,-1
20,21,-1
20,22,-1
20,23,-1
20,24,-1
20,25,-1
20,26,-1
20,27,-1
20,28,-1
20,29,-1
20,30,-1
2,23,0
20,23,3
11,24,8
3,25,5
3,29,5
20,24,4
20,25,4
20,26,4
14,27,4
2,27,0
13,30,8
20,28,4
20,29,4
20,30,4
20,31,3
2,31,0
20,31,-1
20,32,-1
20,33,-1
20,34,-1
20,35,-1
20,36,-1
20,0,-2
20,1,-2
20,2,-2
20,3,-2
20,4,-2
20,5,-2
20,6,-2
20,7,-2
20,8,-2
20,9,-2
20,10,-2
20,11,-2
20,12,-2
20,13,-2
20,14,-2
20,15,-2
20,16,-2
20,17,-2
20,18,-2
20,19,-2
20,20,-2
20,21,-2
20,22,-2
20,23,-2
20,24,-2
20,25,-2
20,26,-2
20,27,-2
20,28,-2
20,29,-2
20,30,-2
20,31,-2
20,32,-2
20,33,-2
20,34,-2
20,35,-2
20,36,-2
23,37,-2
23,38,-2
20,39,-1
20,39,-2
23,40,-2
23,41,-2
20,42,-1
20,42,-2
20,43,-1
20,43,-2
20,44,-1
20,44,-2
20,45,-1
20,45,-2
2,45,0
20,49,3
20,50,3
20,51,7
20,52,7
20,53,7
7,53,8
20,54,7
20,55,7
20,56,3
20,57,3
23,46,-2
23,47,-2
23,48,-2
23,49,-2
23,50,-2
23,51,-2
23,52,-2
23,53,-2
23,54,-2
23,55,-2
23,56,-2
23,57,-2
23,58,-2
23,59,-2
20,60,-1
20,61,-1
20,62,-1
20,63,-1
20,64,-1
20,65,-1
5,65,6
20,66,-1
20,67,-1
20,68,-1
20,69,-1
20,70,-1
20,71,-1
20,72,-1
20,73,-1
20,74,-1
20,75,-1
20,76,-1
20,77,-1
20,78,-1
20,79,-1
20,80,-1
20,60,-2
20,61,-2
20,62,-2
20,63,-2
20,64,-2
20,65,-2
20,66,-2
20,67,-2
20,68,-2
20,69,-2
20,70,-2
20,71,-2
20,72,-2
20,73,-2
20,74,-2
20,75,-2
20,76,-2
20,76,0
20,77,-2
20,77,1
20,77,0
2,77,2
20,78,-2
20,78,2
20,78,1
20,78,0
20,79,-2
20,79,3
20,79,2
20,79,1
20,79,0
20,80,-2
20,80,4
20,80,3
20,80,2
20,80,1
20,80,0
2,80,5
21,84,4
21,85,4
21,86,4
21,87,4
7,85,5
21,88,4
21,89,4
21,90,4
3,90,5
21,93,1
21,94,1
21,95,1
21,96,1
3,96,2
21,94,5
14,95,5
14,96,5
21,97,5
3,94,2
21,97,1
21,98,1
21,101,4
21,102,4
21,103,4
3,103,5
21,104,4
21,105,4
21,106,4
21,107,4
21,108,4
7,108,5
21,109,4
21,110,4
21,111,4
23,81,-2
23,82,-2
23,83,-2
23,84,-2
23,85,-2
23,86,-2
23,87,-2
23,88,-2
23,89,-2
23,90,-2
23,91,-2
23,92,-2
23,93,-2
23,94,-2
23,95,-2
23,96,-2
23,97,-2
23,98,-2
23,99,-2
23,100,-2
23,101,-2
23,102,-2
23,103,-2
23,104,-2
23,105,-2
23,106,-2
23,107,-2
23,108,-2
23,109,-2
23,110,-2
23,111,-2
23,112,-2
23,113,-2
23,114,-2
23,115,-2
23,116,-2
20,117,-2
23,118,-2
23,119,-2
23,121,-2
23,122,-2
23,124,-2
23,125,-2
23,126,-2
20,120,1
20,120,0
20,120,-1
20,120,-2
23,127,-2
23,128,-2
20,123,4
20,123,3
20,123,2
20,123,1
20,123,0
20,123,-1
20,123,-2
20,130,-1
20,129,-1
20,130,-1
20,131,-1
20,132,-1
20,133,-1
20,134,-1
20,135,-1
20,136,-1
20,137,-1
20,138,-1
20,139,-1
20,140,-1
20,141,-1
20,142,-1
20,143,-1
20,144,-1
20,145,-1
20,146,-1
20,147,-1
20,148,-1
20,129,-2
20,130,-2
25,131,6
25,131,5
25,131,4
25,131,3
25,131,2
25,131,1
20,131,0
20,131,-2
20,132,-2
20,133,-2
20,134,-2
20,135,-2
20,136,-2
20,137,-2
20,138,-2
20,139,-2
20,140,-2
20,141,-2
20,142,-2
20,143,-2
20,144,-2
20,145,-2
20,146,-2
20,147,-2
20,148,-2
